sep=;
"res_entry_id";"pers_id";"last_name";"first_name";"birth_date";"res_entry_start";"res_entry_end";"start_date";"end_date";"political_function";"parliament_id"
"NO_Bergo_Magnar-Lund_1949__2";"NO_Bergo_Magnar-Lund_1949";"Bergo";"Magnar-Lund";"27feb1949";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Berland_Eli-Aardal_1952__1";"NO_Berland_Eli-Aardal_1952";"Berland";"Eli-Aardal";"29mar1952";"30sep2005";"17oct2005";2005-09-30;2005-10-17;"NT_LE_T3_NA_09";"NO_NT_2001"
"NO_Bjoernflaten_Anne-Marit_1969__1";"NO_Bjoernflaten_Anne-Marit_1969";"Bjoernflaten";"Anne-Marit";"18jun1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Bjoernstad_Vidar_1955__4";"NO_Bjoernstad_Vidar_1955";"Bjoernstad";"Vidar";"01sep1955";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Boehler_Jan_1952__2";"NO_Boehler_Jan_1952";"Boehler";"Jan";"01mar1952";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Bondevik_Kjell-Magne_1947__12";"NO_Bondevik_Kjell-Magne_1947";"Bondevik";"Kjell-Magne";"03sep1947";"30sep2005";"30sep2005";2005-09-30;2005-09-30;"NT_LE_T3_NA_01";"NO_NT_2001"
"NO_Bredvold_Per-Roar_1957__3";"NO_Bredvold_Per-Roar_1957";"Bredvold";"Per-Roar";"05mar1957";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Brekk_Lars-Peder_1955__5";"NO_Brekk_Lars-Peder_1955";"Brekk";"Lars-Peder";"08oct1955";"30sep2005";"19jun2008";2005-09-30;2008-06-19;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Broerby_Berit_1950__6";"NO_Broerby_Berit_1950";"Broerby";"Berit";"05dec1950";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Brustad_Sylvia_1966__5";"NO_Brustad_Sylvia_1966";"Brustad";"Sylvia";"19dec1966";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Christoffersen_Lise_1955__1";"NO_Christoffersen_Lise_1955";"Christoffersen";"Lise";"05aug1955";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Dahl_Andre-Oktay_1975__4";"NO_Dahl_Andre-Oktay_1975";"Dahl";"Andre-Oktay";"07jul1975";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_de-Ruiter_Freddy_1969__3";"NO_de-Ruiter_Freddy_1969";"de-Ruiter";"Freddy";"04apr1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Devold_Kristin-Krohn_1961__4";"NO_Devold_Kristin-Krohn_1961";"Devold";"Kristin-Krohn";"12aug1961";"30sep2005";"30sep2005";2005-09-30;2005-09-30;"NT_LE_T3_NA_01";"NO_NT_2001"
"NO_Djupedal_Oeystein_1960__5";"NO_Djupedal_Oeystein_1960";"Djupedal";"Oeystein";"05may1960";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Duesund_Aase-Gunhild-Woie_1944__3";"NO_Duesund_Aase-Gunhild-Woie_1944";"Duesund";"Aase-Gunhild-Woie";"18apr1944";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Eldegard_Gunvor_1963__1";"NO_Eldegard_Gunvor_1963";"Eldegard";"Gunvor";"14apr1963";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Ellingsen_Jan-Arild_1958__2";"NO_Ellingsen_Jan-Arild_1958";"Ellingsen";"Jan-Arild";"09oct1958";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Elvenes_Haarek_1959__2";"NO_Elvenes_Haarek_1959";"Elvenes";"Haarek";"17jun1959";"30sep2005";"17oct2005";2005-09-30;2005-10-17;"NT_LE_T3_NA_09";"NO_NT_2001"
"NO_Elvik_Aasa_1979__2";"NO_Elvik_Aasa_1979";"Elvik";"Aasa";"12jan1979";"30sep2005";"12mar2009";2005-09-30;2009-03-12;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Eng_Sigrun_1951__5";"NO_Eng_Sigrun_1951";"Eng";"Sigrun";"05jun1951";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Enger_Inger-S_1948__2";"NO_Enger_Inger-S_1948";"Enger";"Inger-S";"06jul1948";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Engeset_Martin_1964__4";"NO_Engeset_Martin_1964";"Engeset";"Martin";"20jul1964";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Eriksson_Robert_1974__3";"NO_Eriksson_Robert_1974";"Eriksson";"Robert";"23apr1974";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Faldet_Eirin_1944__6";"NO_Faldet_Eirin_1944";"Faldet";"Eirin";"05jan1944";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Flaatten_Svein_1944__2";"NO_Flaatten_Svein_1944";"Flaatten";"Svein";"14oct1944";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Fostervold_Kaare_1969__1";"NO_Fostervold_Kaare_1969";"Fostervold";"Kaare";"10oct1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Fredriksen_Jan-Henrik_1956__1";"NO_Fredriksen_Jan-Henrik_1956";"Fredriksen";"Jan-Henrik";"02oct1956";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gaasvatn_Jon-Jaeger_1954__2";"NO_Gaasvatn_Jon-Jaeger_1954";"Gaasvatn";"Jon-Jaeger";"19jun1954";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gabrielsen_Ansgar_1955__4";"NO_Gabrielsen_Ansgar_1955";"Gabrielsen";"Ansgar";"21may1955";"30sep2005";"30sep2005";2005-09-30;2005-09-30;"NT_LE_T3_NA_01";"NO_NT_2001"
"NO_Giltun_Vigdis_1952__1";"NO_Giltun_Vigdis_1952";"Giltun";"Vigdis";"11mar1952";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Giske_Trond_1966__4";"NO_Giske_Trond_1966";"Giske";"Trond";"07nov1966";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gitmark_Peter-Skovholt_1977__3";"NO_Gitmark_Peter-Skovholt_1977";"Gitmark";"Peter-Skovholt";"15apr1977";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gjul_Gunn-Karin_1967__4";"NO_Gjul_Gunn-Karin_1967";"Gjul";"Gunn-Karin";"26jul1967";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Grande_Trine-Skei_1969__4";"NO_Grande_Trine-Skei_1969";"Grande";"Trine-Skei";"02oct1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Grimstad_May-Helen-Molvaer_1968__4";"NO_Grimstad_May-Helen-Molvaer_1968";"Grimstad";"May-Helen-Molvaer";"31jan1968";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gullvaag_Steinar_1946__1";"NO_Gullvaag_Steinar_1946";"Gullvaag";"Steinar";"27oct1946";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Gundersen_Gunnar_1956__1";"NO_Gundersen_Gunnar_1956";"Gundersen";"Gunnar";"21may1956";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Haga_Aaslaug_1959__3";"NO_Haga_Aaslaug_1959";"Haga";"Aaslaug";"21oct1959";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hagebakken_Tore_1961__3";"NO_Hagebakken_Tore_1961";"Hagebakken";"Tore";"08jan1961";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hagen_Carl-I_1944__9";"NO_Hagen_Carl-I_1944";"Hagen";"Carl-I";"06may1944";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hagesaeter_Gjermund_1960__5";"NO_Hagesaeter_Gjermund_1960";"Hagesaeter";"Gjermund";"12dec1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Halleraker_Oeyvind_1951__4";"NO_Halleraker_Oeyvind_1951";"Halleraker";"Oeyvind";"27oct1951";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Halvorsen_Kristin_1960__6";"NO_Halvorsen_Kristin_1960";"Halvorsen";"Kristin";"02sep1960";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hansen_Eva-Kristin_1973__1";"NO_Hansen_Eva-Kristin_1973";"Hansen";"Eva-Kristin";"05mar1973";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hansen_May_1953__2";"NO_Hansen_May_1953";"Hansen";"May";"08may1953";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hansen_Sigvald-Oppeboeen_1950__4";"NO_Hansen_Sigvald-Oppeboeen_1950";"Hansen";"Sigvald-Oppeboeen";"21sep1950";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hansen_Svein-Roald_1949__2";"NO_Hansen_Svein-Roald_1949";"Hansen";"Svein-Roald";"20aug1949";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hansen_Torbjoern_1972__3";"NO_Hansen_Torbjoern_1972";"Hansen";"Torbjoern";"13aug1972";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hanssen_Bjarne-Haakon_1962__4";"NO_Hanssen_Bjarne-Haakon_1962";"Hanssen";"Bjarne-Haakon";"01nov1962";"30sep2005";"16oct2005";2005-09-30;2005-10-16;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Haugland_Valgerd-Svarstad_1956__6";"NO_Haugland_Valgerd-Svarstad_1956";"Haugland";"Valgerd-Svarstad";"23aug1956";"30sep2005";"30sep2005";2005-09-30;2005-09-30;"NT_LE_T3_NA_01";"NO_NT_2001"
"NO_Hedstein_Alvhild_1966__1";"NO_Hedstein_Alvhild_1966";"Hedstein";"Alvhild";"28sep1966";"30sep2005";"17oct2005";2005-09-30;2005-10-17;"NT_LE_T3_NA_09";"NO_NT_2001"
"NO_Heggoe_Ingrid_1961__2";"NO_Heggoe_Ingrid_1961";"Heggoe";"Ingrid";"12aug1961";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Helleland_Linda-Hofstad_1977__5";"NO_Helleland_Linda-Hofstad_1977";"Helleland";"Linda-Hofstad";"26aug1977";"30sep2005";"17oct2005";2005-09-30;2005-10-17;"NT_LE_T3_NA_09";"NO_NT_2001"
"NO_Helleland_Trond_1962__5";"NO_Helleland_Trond_1962";"Helleland";"Trond";"10jul1962";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Henriksen_Per-Rune_1960__2";"NO_Henriksen_Per-Rune_1960";"Henriksen";"Per-Rune";"14mar1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hildeng_Britt_1943__3";"NO_Hildeng_Britt_1943";"Hildeng";"Britt";"14apr1943";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hoeglund_Morten_1965__2";"NO_Hoeglund_Morten_1965";"Hoeglund";"Morten";"16jul1965";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hoeie_Bent_1971__5";"NO_Hoeie_Bent_1971";"Hoeie";"Bent";"04may1971";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Hoksrud_Baard_1973__5";"NO_Hoksrud_Baard_1973";"Hoksrud";"Baard";"26mar1973";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Holmaas_Heikki-Eidsvoll_1972__4";"NO_Holmaas_Heikki-Eidsvoll_1972";"Holmaas";"Heikki-Eidsvoll";"28jun1972";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Holmberg_Kari-Lise_1951__3";"NO_Holmberg_Kari-Lise_1951";"Holmberg";"Kari-Lise";"07sep1951";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Holten_Line-Henriette_1971__1";"NO_Holten_Line-Henriette_1971";"Holten";"Line-Henriette";"18oct1971";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Horne_Solveig_1969__3";"NO_Horne_Solveig_1969";"Horne";"Solveig";"12jan1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Huitfeldt_Anniken_1969__5";"NO_Huitfeldt_Anniken_1969";"Huitfeldt";"Anniken";"29nov1969";"30sep2005";"28feb2008";2005-09-30;2008-02-28;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Jacobsen_Bjoern_1960__2";"NO_Jacobsen_Bjoern_1960";"Jacobsen";"Bjoern";"11jun1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Jagland_Thorbjoern_1950__4";"NO_Jagland_Thorbjoern_1950";"Jagland";"Thorbjoern";"05nov1950";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Jensen_Lena_1973__2";"NO_Jensen_Lena_1973";"Jensen";"Lena";"29jan1973";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Jensen_Siv_1969__5";"NO_Jensen_Siv_1969";"Jensen";"Siv";"01jun1969";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Johansen_Irene_1961__1";"NO_Johansen_Irene_1961";"Johansen";"Irene";"07jan1961";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Johnsen_Espen-Granberg_1976__2";"NO_Johnsen_Espen-Granberg_1976";"Johnsen";"Espen-Granberg";"17oct1976";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Khan_Saera_1979__2";"NO_Khan_Saera_1979";"Khan";"Saera";"23apr1979";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kjos_Kari-Kjoenaas_1962__1";"NO_Kjos_Kari-Kjoenaas_1962";"Kjos";"Kari-Kjoenaas";"25jan1962";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kleppa_Magnhild-Meltveit_1948__7";"NO_Kleppa_Magnhild-Meltveit_1948";"Kleppa";"Magnhild-Meltveit";"12nov1948";"30sep2005";"20sep2007";2005-09-30;2007-09-20;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Klungland_Rolf-Terje_1963__4";"NO_Klungland_Rolf-Terje_1963";"Klungland";"Rolf-Terje";"06jul1963";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Knudsen_Ulf-Erik_1964__3";"NO_Knudsen_Ulf-Erik_1964";"Knudsen";"Ulf-Erik";"20dec1964";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Knutsen_Tove-Karoline_1951__1";"NO_Knutsen_Tove-Karoline_1951";"Knutsen";"Tove-Karoline";"14jan1951";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kongshaug_Leif-Helge_1949__2";"NO_Kongshaug_Leif-Helge_1949";"Kongshaug";"Leif-Helge";"31jul1949";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Korsberg_Oeyvind_1960__3";"NO_Korsberg_Oeyvind_1960";"Korsberg";"Oeyvind";"31jan1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kristiansen_Ivar_1956__3";"NO_Kristiansen_Ivar_1956";"Kristiansen";"Ivar";"18feb1956";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kristoffersen_Asmund_1944__4";"NO_Kristoffersen_Asmund_1944";"Kristoffersen";"Asmund";"05nov1944";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kristoffersen_Gerd-Janne_1952__2";"NO_Kristoffersen_Gerd-Janne_1952";"Kristoffersen";"Gerd-Janne";"18nov1952";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Kvassheim_Gunnar_1953__2";"NO_Kvassheim_Gunnar_1953";"Kvassheim";"Gunnar";"14jun1953";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Laanke_Ola-T_1948__4";"NO_Laanke_Ola-T_1948";"Laanke";"Ola-T";"18mar1948";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Langeland_Hallgeir-H_1955__3";"NO_Langeland_Hallgeir-H_1955";"Langeland";"Hallgeir-H";"14nov1955";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Larsen_Anne-Margrethe_1950__1";"NO_Larsen_Anne-Margrethe_1950";"Larsen";"Anne-Margrethe";"28may1950";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Larssen_Heidi_1951__2";"NO_Larssen_Heidi_1951";"Larssen";"Heidi";"08nov1951";"30sep2005";"17oct2005";2005-09-30;2005-10-17;"NT_LE_T3_NA_09";"NO_NT_2001"
"NO_Leirstein_Ulf-Isak_1973__3";"NO_Leirstein_Ulf-Isak_1973";"Leirstein";"Ulf-Isak";"30jun1973";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Lien_Tord_1975__1";"NO_Lien_Tord_1975";"Lien";"Tord";"10sep1975";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Lilletun_Jon_1945__7";"NO_Lilletun_Jon_1945";"Lilletun";"Jon";"23oct1945";"30sep2005";"20aug2006";2005-09-30;2006-08-20;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Ljunggren_Anna_1984__1";"NO_Ljunggren_Anna_1984";"Ljunggren";"Anna";"13jun1984";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Loeite_Inger_1958__1";"NO_Loeite_Inger_1958";"Loeite";"Inger";"27sep1958";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Loenning_Inge_1938__3";"NO_Loenning_Inge_1938";"Loenning";"Inge";"20feb1938";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Loevik_Petter_1949__5";"NO_Loevik_Petter_1949";"Loevik";"Petter";"11jul1949";"30sep2005";"02dec2007";2005-09-30;2007-12-02;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Ludvigsen_Gunvald_1949__1";"NO_Ludvigsen_Gunvald_1949";"Ludvigsen";"Gunvald";"15feb1949";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Lundteigen_Per-Olaf_1953__2";"NO_Lundteigen_Per-Olaf_1953";"Lundteigen";"Per-Olaf";"18apr1953";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Lysklaett_Vera_1954__1";"NO_Lysklaett_Vera_1954";"Lysklaett";"Vera";"29jan1954";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Magnusson_Hilde_1970__1";"NO_Magnusson_Hilde_1970";"Magnusson";"Hilde";"11jun1970";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Mandt_Sonja_1960__1";"NO_Mandt_Sonja_1960";"Mandt";"Sonja";"29mar1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Marthinsen_Marianne_1980__1";"NO_Marthinsen_Marianne_1980";"Marthinsen";"Marianne";"25aug1980";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Micaelsen_Torgeir_1979__2";"NO_Micaelsen_Torgeir_1979";"Micaelsen";"Torgeir";"20may1979";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Michaelsen_Aase_1960__1";"NO_Michaelsen_Aase_1960";"Michaelsen";"Aase";"04jun1960";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Moe_Ola-Borten_1976__3";"NO_Moe_Ola-Borten_1976";"Moe";"Ola-Borten";"06jun1976";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
"NO_Myrli_Sverre_1971__3";"NO_Myrli_Sverre_1971";"Myrli";"Sverre";"26aug1971";"30sep2005";"29sep2009";2005-09-30;2009-09-29;"NT_LE_T3_NA_01";"NO_NT_2005"
